gene;Arabidopsis_G18_wt22;Arabidopsis_G18_wt29;Arabidopsis_G17_mut22;Arabidopsis_Ruben_mut29
AT2G32835;0;0;0;0
AT2G32840;4,842008011;2,237592081;2,646494063;3,665575099
AT2G32850;10,25886133;10,59591735;10,49373941;12,14298918
AT2G32860;7,664113116;6,761513636;8,848890846;7,645969541
AT2G32870;1,588837769;9,344806614;3,273238897;6,942521213
AT2G32880;6,468996389;5,707145319;6,080097137;4,888949576
AT2G32885;0;0;0;0
AT2G32890;0;0;0;0
AT2G32900;5,441844731;6,93472129;6,51305627;7,892426514
AT2G32905;0;0;0;0
AT2G32910;7,163660716;11,35259135;6,910581981;9,213012344
AT2G32920;12,5394771;26,3552749;16,11859085;33,17349931
AT2G32930;1,753233791;2,191237895;2,192950712;2,322707376
AT2G32940;1,439065607;0,181369634;1,542846936;0,43003606
AT2G32950;10,35839875;12,6796609;10,86044465;13,650718
AT2G32960;3,306970631;5,626626518;3,128347034;5,534044479
AT2G32970;5,467291291;6,825581069;4,918259804;5,869317025
AT2G32980;5,844648596;5,36257978;5,986014396;5,281587414
AT2G32990;5,185137065;16,63449304;4,994248697;15,38205907
AT2G33000;0,333316152;0;0,588583005;0,557787358
AT2G33010;0;0;0;0
AT2G33020;0;0;0;0
AT2G33030;0;0;0;0
AT2G33040;78,79900958;99,61198753;70,52628072;112,5377565
AT2G33050;3,580339792;7,686132606;6,954538073;8,887411907
AT2G33051;1,029232046;1,362029711;1,090475491;1,377893319
AT2G33060;0,802934374;2,428707839;1,012752616;2,111480151
AT2G33070;0;0;0;0,128122228
AT2G33080;0;0;0;0
AT2G33090;0;0;0;0
AT2G33100;0;0,24856139;0;0,314320492
AT2G33110;0,821263509;1,44908728;0,906387489;1,374342048
AT2G33120;16,79495575;21,42461094;21,04058479;26,20647101
AT2G33130;0;0;0;0
AT2G33140;0;0;0;0
AT2G33150;25,45608132;41,48148531;30,54048792;44,35353123
AT2G33160;0;0;0;0
AT2G33170;4,672076851;6,311580153;4,769612387;7,02441491
AT2G33175;0;0;0;0,288552335
AT2G33180;10,00247395;16,38833238;4,541854869;18,65160885
AT2G33190;0;0;0;0
AT2G33200;0;0;0;0
AT2G33205;0,529319338;1,712265922;1,55782213;0,738157135
AT2G33210;17,96003122;19,55853074;25,14864084;26,76789848
AT2G33220;32,33204254;45,00502411;30,44971472;47,49304672
AT2G33230;0;0,202976846;0;0
AT2G33233;0;0;0;0
AT2G33240;0,263608737;0,837229117;0;1,323406803
AT2G33250;9,052563678;22,89448123;19,98172419;20,70363001
AT2G33255;13,49946836;13,84842031;8,869916897;14,44751689
AT2G33260;0;0,153367666;0,767437743;0,145456823
AT2G33270;0;0;0;0
AT2G33280;0;0,270310512;0;0
AT2G33290;2,050021658;2,938961094;2,262506446;3,859430985
AT2G33300;0;0;0;0
AT2G33310;5,442511011;10,53242942;12,40077913;14,54303767
AT2G33320;0;0,097510556;0;0
AT2G33330;6,072930611;10,08512762;10,40841741;8,817667643
AT2G33340;19,17338678;30,54860782;33,60446878;33,04345334
AT2G33350;0;0;0;0
AT2G33360;3,668268321;6,364640448;4,102464202;7,468699953
AT2G33370;30,80194806;38,47704805;45,00520147;45,1593043
AT2G33380;1,226757426;1,082282704;0;1,026457583
AT2G33385;0,202703716;0,715325528;0;0,67842839
AT2G33390;5,23194298;5,055377203;3,519533093;6,253847316
AT2G33400;3,741875518;2,953702008;3,303776796;2,636562247
AT2G33410;13,43296109;19,35157858;17,86541009;19,20705348
AT2G33420;0;0,079435697;0;0,075338332
AT2G33435;5,199255169;4,586941005;3,332847979;5,423029617
AT2G33450;106,2167472;85,42825386;111,4825064;109,5757211
AT2G33460;0;0;0;0
AT2G33470;12,7961908;15,27360813;21,48837766;21,83364185
AT2G33480;6,035042452;6,815101389;5,328459784;8,887411907
AT2G33490;2,953884046;5,537763441;5,976766015;4,840189567
AT2G33500;3,036571688;3,181260104;0,502696861;3,652361058
AT2G33510;5,793640754;3,307328615;3,610815101;5,988309627
AT2G33520;0;0;0;0
AT2G33530;8,942647097;10,62664005;7,089964359;10,53662236
AT2G33540;6,418387366;8,808327889;8,643488131;9,981386313
AT2G33550;3,077602629;5,430309242;4,807490016;5,546378902
AT2G33560;1,046814197;5,171775364;2,772759625;3,328399992
AT2G33570;3,20321484;10,1980784;8,853440872;10,95389055
AT2G33580;0,804382146;0,202757254;1,014578711;0,961494256
AT2G33585;5,493969681;4,154526093;4,157773546;4,92528985
AT2G33590;8,242687634;9,755054433;9,407673097;10,59760789
AT2G33600;4,29691596;5,98558408;9,584420494;5,487614166
AT2G33610;5,391398485;11,48109992;5,252605397;9,488893693
AT2G33620;4,186645508;6,703174542;2,327409003;8,303567329
AT2G33630;9,752685437;13,40256475;12,75066869;14,75132524
AT2G33640;1,601989331;1,156355754;1,157259639;0,609283266
AT2G33650;0;0;0;7,510488936
AT2G33655;0;0;0;0
AT2G33660;0;0;0;0
AT2G33670;0;0;0;0
AT2G33680;1,307730129;1,057576011;0,192436851;1,0942094
AT2G33685;0;0;4,850735803;0
AT2G33690;0;0;0;0
AT2G33700;6,112216908;5,751875853;7,07554046;6,250737275
AT2G33705;0;0;0;0
AT2G33710;1,527382823;1,852817409;1,17998726;1,757247411
AT2G33720;0;0;0;0
AT2G33730;12,76005743;16,00810232;18,19115029;11,85205923
AT2G33735;1,787659139;3,1542545;0;3,739444
AT2G33740;4,750519655;13,86271341;7,420735736;14,98221961
AT2G33750;0;0;1,459895283;0,395288891
AT2G33760;0,181981863;0,963299597;0;0,913611732
AT2G33770;25,54096008;19,90191145;38,14701518;20,21902205
AT2G33775;0;0;0;0
AT2G33780;0;0;0;0
AT2G33790;3,088240226;1,981483223;2,974548123;2,584005224
AT2G33793;0,871224174;1,921551144;0,576915947;2,915897276
AT2G33796;0;0;0;0
AT2G33800;97,27731167;111,2016496;129,3702744;106,4857463
AT2G33810;0;0,574306297;0;0
AT2G33815;0,988573655;0;1,454719114;0,275721155
AT2G33820;0,812192629;2,866164136;1,912269679;2,944851864
AT2G33830;1,027904005;0,302282723;0,302519007;1,433453533
AT2G33835;2,451155704;4,204830184;3,246261653;3,874000062
AT2G33840;9,57076697;8,940305268;11,26696231;12,56171294
AT2G33845;5,966405354;10,52748845;8,194446891;9,984471075
AT2G33847;0,424301254;0,561497202;0,561936105;0,177511556
AT2G33850;8,640474913;11,78082954;9,247088795;9,639592208
AT2G33855;11,7360022;18,51144309;16,01392467;16,96146692
AT2G33860;5,398619794;5,808325048;4,999064088;7,932566
AT2G33870;0;0;0;0
AT2G33880;0,162576654;0,143430068;0;0,136031815
AT2G33890;0;0;0;0
AT2G33900;0;0;0;0
AT2G33910;0;0;0;0
AT2G33920;0;0;0;0
AT2G33930;0;0;0;0
AT2G33940;0;0;0;0
AT2G33950;0;0;0;0
AT2G33960;0;0;0;0
AT2G33970;0;0;0;0
AT2G33980;1,71905476;2,068094156;2,20769143;2,615226652
AT2G33990;2,9602544;7,08870035;2,240286741;5,661523179
AT2G34000;0;0;0;0
AT2G34010;1,776860083;0,870888886;1,045883556;2,643096478
AT2G34020;1,769522913;2,761993782;4,446680493;3,644560201
AT2G34030;0;0,162781084;0;0,463154066
AT2G34040;10,04179634;12,10338413;16,48345908;17,75115561
AT2G34050;4,414202479;7,058497868;4,87173466;5,309362958
AT2G34060;2,360372159;3,540066555;3,542833705;3,357466721
AT2G34070;5,457545572;3,261647281;6,062079772;7,217953317
AT2G34080;0,466203718;1,028247741;2,263913272;2,53554546
AT2G34090;0,755542955;1,499766681;3,335419995;2,686769456
AT2G34100;0;0;0;0,206204453
AT2G34110;0;0;0;0
AT2G34120;0;0;0;0
AT2G34123;0;0;0;0
AT2G34140;0,873812362;1,027871782;0,771506426;0
AT2G34150;2,470156911;2,971701187;1,685280304;3,945785413
AT2G34160;8,052533178;8,457368601;5,755506019;6,096058709
AT2G34170;2,903419057;8,965196019;5,340597505;11,64068758
AT2G34180;0,185154121;0;0,817381396;0
AT2G34185;0,627264255;0;1,107648333;1,3121179
AT2G34186;0;0;0;0
AT2G34190;4,286774549;5,168627903;5,04650541;7,17369571
AT2G34200;0,251301452;1,330234695;0,443758165;1,471889985
AT2G34202;0;0;0;0
AT2G34204;0;0;0;0
AT2G34208;0;0;0;0
AT2G34210;0;0;0;0
AT2G34220;0;0,378871876;0;0
AT2G34224;0;0;0;0
AT2G34230;0;0,107916673;0,216002055;0,102350233
AT2G34238;0;0;0;0,621497336
AT2G34240;0;0,486582315;0,121740665;0,346112969
AT2G34250;55,32336879;64,48649223;77,49885563;72,92677472
AT2G34260;3,26402296;6,659121956;4,14268986;4,60870912
AT2G34270;0;0;0;0
AT2G34280;0;0;0;0
AT2G34290;0;0;0;0
AT2G34300;9,104292614;11,26338185;11,91895083;13,74703123
AT2G34310;11,57657897;8,135946933;13,51276402;12,47740095
AT2G34315;0;0;0;0
AT2G34317;0;0;0;0
AT2G34320;0;0;0;0
AT2G34325;0;0,720828032;0;0
AT2G34330;0;0;0;0,618613358
AT2G34340;0;1,188178074;0;0,90151262
AT2G34350;0,345420316;0,152370153;0;0,289021525
AT2G34355;1,826075882;2,013774587;0,806139474;2,419209545
AT2G34357;12,00496259;11,96406898;20,87170089;17,17544022
AT2G34360;0;0,181838895;0;0,172459481
AT2G34370;0;0;0;0
AT2G34380;2,466060465;2,020231133;1,866286412;5,011144359
AT2G34390;0;0;0;0
AT2G34400;0,148416507;0,392812667;1,441438958;0,496734713
AT2G34410;4,445674276;5,537095097;3,809728489;6,783170352
AT2G34420;1945,780929;2958,52266;2073,959041;2899,135057
AT2G34430;576,2926945;217,8649117;629,2118442;193,6113532
AT2G34440;0;0;0;0
AT2G34450;1,786156062;2,521281904;4,100285645;2,092327915
AT2G34460;33,4833879;31,75556766;37,44666098;34,32004073
AT2G34470;10,00379336;20,247081;9,611891998;20,18747303
AT2G34480;207,8799339;185,2319787;215,7921928;244,5073621
AT2G34490;3,419661128;17,69017476;4,117209901;20,02919171
AT2G34500;0,852005993;2,254996783;0,87762867;2,495129011
AT2G34510;10,49281558;8,769866173;10,33702729;9,611343207
AT2G34520;11,32259741;8,847523758;12,28196456;10,28593865
AT2G34530;0,784852812;0;0;0,437803542
AT2G34540;1,019680773;0,224898346;1,125370706;0,853191543
AT2G34555;0;0;0;0
AT2G34560;22,66993074;26,3552749;33,11014213;29,25045807
AT2G34570;3,776165122;3,843978108;5,129310421;5,347029953
AT2G34580;0,323502783;0,856211977;0;0
AT2G34585;8,033199365;16,19916057;8,781404071;14,7234435
AT2G34590;28,44750508;27,62382319;34,21963053;35,62419752
AT2G34600;0;0;0;0
AT2G34610;2,245992891;0;3,470306143;0,704728697
AT2G34620;44,80190583;49,81629333;53,36616494;48,5776175
AT2G34630;10,33260771;8,952959628;12,38103267;17,5998545
AT2G34640;14,44219995;19,24756817;15,60000376;22,88272883
AT2G34650;2,128389017;2,011853046;2,550339148;1,6536692
AT2G34655;0;0;0;0
AT2G34660;19,83371204;24,38644646;23,19781325;27,37278359
AT2G34670;1,235513802;1,684557578;1,487536182;2,537470442
AT2G34680;14,95086289;17,97797346;15,54924461;21,99222649
AT2G34690;8,441065999;9,308706368;5,796611438;9,4171252
AT2G34700;1,251244404;0,367961953;0;0
AT2G34710;11,20214975;12,6680516;12,76786835;10,14000016
AT2G34720;8,391194745;9,111344194;8,168625991;12,78203063
AT2G34730;4,510721315;5,49549379;2,844718671;5,301893858
AT2G34740;0;0;0;0
AT2G34750;14,94506995;17,54075248;16,022866;22,44183157
AT2G34770;13,47595735;22,53937167;21,06971587;19,02767483
AT2G34780;2,910047867;4,043549026;3,083207415;4,991560112
AT2G34790;2,662351887;3,963613145;4,848202782;2,923796084
AT2G34810;4,5165479;3,435030942;3,30020735;3,648790812
AT2G34820;0;0;0;0
AT2G34825;0;0;0;0
AT2G34830;0,861682643;0,608162103;1,217274966;2,595566485
AT2G34840;2,97803964;3,284146405;4,82051315;5,606544895
AT2G34850;0;0,760613994;0;0,144276167
AT2G34860;28,37930515;33,74563757;37,85733983;48,00751059
AT2G34870;0;0;0;0
AT2G34880;0;0;0;0
AT2G34890;0;0;0;0
AT2G34900;5,997181458;8,994522928;6,354037865;9,534174631
AT2G34910;0,719842413;0,42337791;0,211854425;2,20846832
AT2G34920;0,844586024;2,022467139;0,745701907;1,817191378
AT2G34925;2,155955626;0,760819844;4,568487306;1,803940171
AT2G34930;0,931120835;0,456368397;2,192280597;1,038788405
AT2G34940;1,063687024;0,40217873;0;0,254289325
AT2G34950;0;0;0;0
AT2G34960;0,599248221;0,660843752;0,793632374;0,250702734
AT2G34970;11,00950972;10,70629149;9,499595676;14,02724612
AT2G34980;0,31833191;0,56168418;0,281061615;0,799068004
AT2G34985;0;0;0;0
AT2G34990;0;0;0;0
AT2G35000;0,896091793;1,73923074;1,265883809;2,249344971
AT2G35010;10,12966254;14,55404827;11,49901948;12,10819061
AT2G35020;5,052927516;6,408154057;3,624831314;8,191568953
AT2G35030;0,927078841;1,051582041;1,052404027;2,105496587
AT2G35035;0,947423909;1,671692363;1,39416589;0,792732479
AT2G35040;23,71931278;27,94708877;32,37783007;30,68376785
AT2G35050;23,42486507;29,82281277;30,60977775;30,75715951
AT2G35060;6,491710391;9,736213313;11,62708384;12,02749283
AT2G35070;0;0;0;0
AT2G35075;0,173085411;0,458103638;0,611282296;0,868948475
AT2G35080;0;0;0;0
AT2G35090;0;0;0;0
AT2G35100;5,188107923;4,134160769;4,728448346;4,34101527
AT2G35110;6,367527387;8,93987838;10,51861318;9,739106302
AT2G35120;28,4378934;26,69702904;21,24555681;34,4717693
AT2G35130;5,834441041;6,599129866;5,943859365;7,134964489
AT2G35140;0,098470408;0,521241531;0,782473452;0,576747992
AT2G35150;0,821263509;0,72454364;1,450219982;1,832456063
AT2G35155;3,6904381;7,072981124;6,292008742;7,027586093
AT2G35160;0,782924426;1,036079603;0,172814912;1,47395652
AT2G35170;1,47371643;1,8780052;2,89149719;1,23309415
AT2G35190;8,306048948;12,82373566;9,666987703;12,79408231
AT2G35200;0;0;0;0
AT2G35210;0,624804395;1,469923829;0;1,916892764
AT2G35215;0;0;0;0
AT2G35220;0;0;0;0
AT2G35230;2,491745219;4,267275421;3,752961187;6,132068933
AT2G35240;16,33282645;9,888746363;24,59981192;16,07773008
AT2G35250;0;0;0;0
AT2G35260;46,20343255;55,80342851;56,5997038;56,77672454
AT2G35270;0,216768872;0;0;0,54412726
AT2G35280;0;0;0;0
AT2G35290;0,325485436;0;0;0
AT2G35300;0;0;0;0
AT2G35310;0,225194517;0,596020351;0;1,130554165
AT2G35320;4,686032963;5,222097814;0,871029958;5,571829447
AT2G35330;8,038828797;11,32765845;7,097642857;8,127591128
AT2G35340;0,75064839;2,317856921;1,325524978;1,805746236
AT2G35343;0;2,521281904;0;3,586847855
AT2G35345;0,683798801;0,603268095;0;0,572150981
AT2G35350;1,685385621;2,577290635;2,083284982;2,350338128
AT2G35360;2,377986877;4,577306903;2,481312616;3,255903955
AT2G35370;110,8496053;164,785889;115,2307771;156,2860839
AT2G35380;2,971630659;1,008331895;5,045600369;0,38252849
AT2G35382;4,248669886;0;0;21,32978858
AT2G35384;0;0;0;0
AT2G35387;0;18,02070079;14,42782957;10,25470605
AT2G35390;11,1565792;14,96625683;17,94655923;14,3221602
AT2G35410;29,46423466;34,41830421;26,97806488;35,83879288
AT2G35420;0;0;0;0
AT2G35430;0,266652922;1,176246579;2,354332022;1,115574716
AT2G35450;6,671465111;9,603097412;4,495282436;8,667062852
AT2G35460;0;0;0;0
AT2G35470;4,626006921;9,122691228;5,766203448;10,24594883
AT2G35480;2,164416735;1,697346006;2,548009146;3,82326399
AT2G35490;37,05751415;39,15361174;35,26579512;39,73341535
AT2G35500;12,96097212;19,80131765;12,42038602;21,95402346
AT2G35510;5,855388487;8,988495079;10,75326658;8,426873473
AT2G35520;8,38553267;13,62784298;11,69013892;15,50988782
AT2G35530;4,96820269;7,405926711;6,050380142;6,02050484
AT2G35540;1,699056062;2,180303886;2,591134685;2,972522645
AT2G35550;0,241768013;1,49306565;0;1,416051973
AT2G35555;0;0,743711461;0,744292795;0,705350151
AT2G35580;0;0;0;0
AT2G35585;1,196808419;0,527930389;1,320857637;1,001398525
AT2G35600;0;0,818645697;0,983142725;1,086986896
AT2G35605;10,51500079;12,90664826;9,283904679;14,15355411
AT2G35610;12,55445712;11,30429338;8,113456555;12,77881322
AT2G35612;0;0;0;0,369283043
AT2G35615;0;0;0;0
AT2G35620;9,032036323;10,83693843;13,71625294;12,09171688
AT2G35630;15,45760961;20,5789873;16,64871187;24,34818429
AT2G35635;15,22560881;24,46633029;18,48411783;17,06201091
AT2G35637;0;0;0;0,151318023
AT2G35640;0,270501054;0;0,716492385;0
AT2G35650;2,568541539;2,799232612;3,601826585;2,402003218
AT2G35658;0,526694614;0,464666004;2,325146088;0
AT2G35660;2,533997944;9,687470166;3,915305638;4,770578956
AT2G35670;0;0;0;0
AT2G35680;15,98463589;25,75171899;20,40271319;24,42342204
AT2G35690;2,256165808;4,917602314;0,937418331;6,329643632
AT2G35700;1,642527018;0,869452368;1,450219982;1,099473638
AT2G35710;0,660278163;0,233006989;0,81616193;0,441976556
AT2G35720;4,907029705;5,140842843;9,34198493;4,362444728
AT2G35730;0;0,32499761;0;0
AT2G35733;0;0;0;0
AT2G35736;0;3,806306627;0;0,515710556
AT2G35738;0,115578615;0,509834843;0,612280036;1,257196461
AT2G35740;0;0;0;0
AT2G35742;0;10,67555439;0;0
AT2G35744;4,085259506;10,81242047;18,03478696;6,836470698
AT2G35747;0;0;0;0
AT2G35750;0;0;0;0
AT2G35760;3,106257431;5,024130391;4,799509511;4,115211038
AT2G35765;0;0;0;0
AT2G35770;4,023361635;2,66214898;4,085152501;2,861477319
AT2G35780;10,50907746;22,68188559;17,8945872;24,80938306
AT2G35790;13,7349242;8,785091635;12,4300105;10,63041726
AT2G35795;6,17026747;7,776567975;3,891323328;4,42526734
AT2G35800;13,89347038;15,34359794;19,0621136;15,38849239
AT2G35810;8,16246924;8,03208378;6,929622576;8,143145886
AT2G35820;0,511477113;6,768609927;1,354780144;7,489392057
AT2G35830;28,78392766;32,90497427;18,25505917;30,19006335
AT2G35840;19,46405917;17,95232053;21,87208222;16,77956529
AT2G35850;0;0;0;0
AT2G35859;0,180743189;0;0;0
AT2G35860;30,87837776;45,94038745;43,39517202;44,64089926
AT2G35880;8,458513808;14,06837999;7,71304988;10,67417618
AT2G35890;0;0;0;0
AT2G35900;4,728358422;7,798894251;2,54115966;4,988418296
AT2G35910;1,017239398;1,570519175;1,571746797;2,766233555
AT2G35920;4,993968591;6,338212936;9,669462352;7,843990163
AT2G35930;3,179022362;3,299564933;5,448537751;2,816433351
AT2G35935;0;0;0;0
AT2G35940;6,93413649;11,19974186;7,911879757;11,06835363
AT2G35945;1,535663814;0,225801552;0;0,856618015
AT2G35950;0;0,541141352;1,895475203;0,769843187
AT2G35960;8,897737982;13,49193829;14,48448335;10,93477381
AT2G35965;0;0;0;0
AT2G35970;0;0;0;0
AT2G35980;0,30434598;0;0;0,509307273
AT2G35990;0;0;0;0,384459059
AT2G36000;12,51546168;15,5452991;19,9193523;15,29461584
AT2G36010;3,31581937;1,755190004;2,927603294;2,774426194
AT2G36020;0,237444293;0;0;0
AT2G36026;3,469875588;4,591844629;3,574226381;5,322769382
AT2G36030;0;1,326051567;0;1,257652628
AT2G36050;5,958141634;1,362784298;2,727699081;2,954264346
AT2G36060;14,11344573;21,02888076;16,614725;20,9938864
AT2G36070;9,335456293;11,39316571;13,32531232;13,01866979
AT2G36080;4,464973024;3,282612474;1,971107029;4,48314099
AT2G36090;1,773563496;1,825473586;2,870843639;3,957289161
AT2G36100;4,243954381;6,552254804;7,181888526;8,877547965
AT2G36110;0;0;0;0
AT2G36120;51,30196631;89,67035331;41,25508636;47,15769583
AT2G36130;8,424086844;16,47962017;9,701471607;16,24251142
AT2G36140;0;0;0;0
AT2G36145;22,48278502;36,99989747;26,34008777;36,90024483
AT2G36150;0;0;0;0
AT2G36160;93,28168661;84,6002267;103,7739381;107,3982329
AT2G36170;62,65128446;46,48777657;58,61305762;66,30842478
AT2G36180;0;0;0;0
AT2G36190;0;0;0;0
AT2G36200;6,949044003;6,937323437;7,750042167;7,574064093
AT2G36210;0,392426406;0,692421016;0;0,328352657
AT2G36220;4,970734473;4,616140104;7,160609995;3,721330109
AT2G36230;4,468364473;8,130636955;5,178086072;6,075531365
AT2G36240;4,805630092;9,620796407;5,385329656;10,67108042
AT2G36250;15,17382102;19,72792507;15,74766861;21,71735992
AT2G36255;0;0;0;0
AT2G36260;0;0;0;0
AT2G36270;0,164507094;0;0;0,137647061
AT2G36280;0;0;0;0
AT2G36290;16,25605491;13,36691506;12,12323569;14,6582871
AT2G36295;0;0,634589012;0;0
AT2G36300;4,419236926;8,207968827;3,696473123;7,395364653
AT2G36305;1,366620049;1,607565017;1,407718896;1,334064689
AT2G36307;1,357884552;2,795256429;0;1,893624696
AT2G36310;8,485794474;3,972389261;3,822590715;10,28814531
AT2G36320;9,710560406;6,821831879;8,256105634;8,877380968
AT2G36325;0;0;0;0
AT2G36330;3,070758443;3,751084345;2,502677627;4,545822251
AT2G36340;0,943682847;3,330182811;1,94412511;1,184403364
AT2G36350;4,203829043;4,038412103;4,866378751;5,315250745
AT2G36355;0;0;1,510564707;1,073647076
AT2G36360;4,207118103;9,485321432;5,64061112;10,43021446
AT2G36370;1,815366657;1,695781763;1,225688604;2,233766398
AT2G36380;27,59053061;21,82314936;43,92041784;30,70506993
AT2G36390;9,045407501;8,889262682;10,61479736;11,01745278
AT2G36400;3,683817821;4,284059399;3,843883127;5,043828092
AT2G36410;8,319849647;12,8450426;7,529405836;10,79019984
AT2G36420;2,463337041;3,57030781;2,485633808;3,386148104
AT2G36430;1,603944168;8,490289902;4,563164218;5,964705978
AT2G36440;0;0;0;0
AT2G36450;0;0;0;0
AT2G36460;12,33250792;56,6405908;15,53229347;60,24420934
AT2G36470;0,650638574;0,717516417;0,430846365;0,408303763
AT2G36480;7,203778213;6,025241943;7,764595302;8,141140678
AT2G36490;3,248826848;7,194781663;5,268589449;7,045576231
AT2G36500;0,31533918;0,41730272;1,670515645;0,791555736
AT2G36510;0;0;0;0
AT2G36520;0;0;0;0
AT2G36530;197,5922502;201,4072515;198,6099443;266,865848
AT2G36540;0,427718445;0;0;0
AT2G36550;0;0;0;0
AT2G36560;0;0;0;0
AT2G36570;6,653949358;9,349022498;11,09704293;8,454382557
AT2G36580;27,34922232;23,98803464;35,51881097;31,93082122
AT2G36590;0,49633994;1,021734437;1,314685405;0,553732829
AT2G36600;0;3,904485171;11,72261152;0
AT2G36610;0,730012008;0,322019396;0;0
AT2G36620;65,11835848;49,28399954;80,25854363;56,975317
AT2G36630;10,42313874;10,65523056;22,9339565;13,42802111
AT2G36640;0,188438936;0,332493119;0;0,157671412
AT2G36650;1,187221466;1,256883453;0,838577277;2,384104535
AT2G36660;0;1,281066527;0,427355964;1,619983943
AT2G36670;3,303786848;4,226316764;1,750187724;5,390498669
AT2G36680;4,199673693;5,789187239;4,63496996;8,565298131
AT2G36690;5,726999308;7,477748739;7,079075256;3,833534971
AT2G36695;1,182375664;0;0;0
AT2G36700;0;0;0;0
AT2G36710;0;0,19741779;0;0
AT2G36720;7,891723096;10,13404076;10,68389911;10,78521918
AT2G36724;0;0;0;0
AT2G36730;0,76004828;0,83817213;0;1,748864597
AT2G36740;4,753346144;2,951014207;3,730510629;3,388018904
AT2G36750;1,510190718;0,333084043;0,500016605;1,579516334
AT2G36760;0;0;0;0
AT2G36770;0;0,159006183;0;0,301609001
AT2G36780;0;0;0;0,13153545
AT2G36790;0,564648981;0,996301001;0,997079775;0,629940596
AT2G36792;0,163999095;2,893699766;1,158384669;2,60721811
AT2G36800;0,651303508;6,464247294;4,025342332;7,765699725
AT2G36810;6,362869285;9,587687919;7,357963622;8,763343072
AT2G36815;0;0;0;0
AT2G36830;124,6219163;263,1401698;180,6516134;351,6824453
AT2G36835;19,37989773;21,37191883;20,07240149;21,51689199
AT2G36840;0,704199429;0,776582686;1,554379429;2,062272376
AT2G36850;16,88687646;20,13502936;21,41583888;24,06323507
AT2G36854;0;0;0;0
AT2G36860;0;0;0;0
AT2G36870;30,78405725;30,26839832;31,1219775;24,77464381
AT2G36880;152,1239853;144,3733025;189,628143;162,9860963
AT2G36885;10,71350476;13,50254238;10,26995361;14,34279731
AT2G36890;4,160563829;2,806910998;3,889530091;2,662127991
AT2G36895;7,509591678;7,69954528;9,13915701;9,340273661
AT2G36900;2,037188544;5,691353984;5,396023632;6,392118314
AT2G36910;18,22587916;27,53082326;23,33635962;29,26205693
AT2G36920;0;0;0;0
AT2G36930;22,60447937;15,11759476;24,1426782;19,82889384
AT2G36950;9,752685437;18,86286891;12,25388939;17,26218911
AT2G36960;3,41045567;4,011743593;5,319715255;3,899934587
AT2G36970;1,303653823;1,643032918;2,795339276;3,739881107
AT2G36980;0,538033333;1,542675441;0;0,337639118
AT2G36985;0;1,492688136;1,99180656;0,943795955
AT2G36990;19,103356;23,07003916;25,02359924;25,02450625
AT2G37000;0,636028426;0,280561809;0;0
AT2G37010;0;0;0;0
AT2G37020;5,789430259;5,311915872;2,044641545;7,363117423
AT2G37025;0,578312598;1,403063637;0,765905653;2,177496565
AT2G37030;0;0,412809005;1,239395051;0,783031886
AT2G37035;6,330799499;7,446965094;6,210655112;6,768558737
AT2G37040;73,32545673;56,62769889;114,59263;81,28841413
AT2G37050;8,371165681;16,85774294;7,551745174;14,4655191
AT2G37060;4,297150559;5,832425982;3,794040244;6,63790101
AT2G37070;0,511477113;0,75206777;0;0,42796526
AT2G37080;10,46214555;13,74684266;10,41645956;12,75838733
AT2G37090;1,72710158;3,428328443;1,143669417;2,890215254
AT2G37100;2,688159078;1,459431187;0,912857484;1,557171457
AT2G37110;17,97514183;17,78042478;16,11107635;24,61129451
AT2G37120;6,266948773;8,080689431;8,512637718;9,277328617
AT2G37125;0;0;0;0
AT2G37130;47,36392284;24,12988184;48,88648044;30,88577202
AT2G37140;0;0;0;0
AT2G37150;1,258439948;2,395768078;0,877185647;1,440902367
AT2G37160;2,267548535;6,317369265;4,004127981;5,592079402
AT2G37170;35,40558239;53,24774408;38,81312093;61,63529511
AT2G37180;17,81925692;26,3552749;26,8386106;35,95893634
AT2G37190;72,11558097;61,84704511;87,95660521;71,56705378
AT2G37195;0,343743518;2,426087873;3,338478363;1,438092542
AT2G37200;2,383068045;7,208280316;2,104058479;9,685000155
AT2G37210;1,916281521;1,44908728;0,483406661;0,458114016
AT2G37220;191,2331186;159,6126156;242,4517469;201,0005363
AT2G37230;8,102217913;9,595976094;10,58342357;9,936813731
AT2G37240;11,95256293;13,01287316;11,22676283;13,61838058
AT2G37250;15,56156773;23,46682058;24,92303098;23,61901631
AT2G37260;0,516450959;0,607504986;1,671944593;1,296380991
AT2G37270;41,49232932;42,10862646;54,59245129;61,03950135
AT2G37280;0,467229093;1,648814852;0,648255015;1,396220974
AT2G37290;0,385541732;0,340136639;1,276509422;0,403240105
AT2G37300;1,39934234;1,939995141;3,177018933;2,508993324
AT2G37310;1,101167141;1,700095487;0,121530314;2,418604536
AT2G37320;0,372254955;0,821036601;0;0,934424149
AT2G37330;2,85464942;2,51845852;0,630106778;0,895707807
AT2G37340;18,36723912;39,19140075;21,8738274;35,02545711
AT2G37360;2,919902611;2,800029206;3,586838905;2,549377121
AT2G37362;1,642527018;1,783492037;2,342663049;1,797216524
AT2G37370;0;0,350381719;0;0
AT2G37380;3,740575102;3,093796027;2,476971474;3,521058276
AT2G37390;1,818549254;2,852230131;4,103285708;5,072080353
AT2G37400;6,073660151;9,185773146;14,36398961;8,893461881
